Specimen,Skull_RostralLength,Skull_ZygomaticWidth,MeasureDate,MeasureBy,LGTHROW_U,LGTHROW_L,N_Total_Vertebrae,N_Cervical_Vetebrae,N_Thoracic_Vetebrae,N_Lumbar_Vetebrae,N_Caudal_Vetebrae,N_Ribs,N_DoubleHead,N_SingleHead,N_Chevron,N_Teeth_UpperL,N_Teeth_LowerL,N_Teeth_UpperR,N_Teeth_LowerR,EditDate,EditUser,RecordCreationDate
SRM0045,NA,NA,NA,NA,NA,NA,NA,7,16,20,36,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.84,Susan.Chivers,2017-09-14 12:43:48.84
SRM0046,NA,NA,NA,NA,NA,NA,NA,7,16,23,34,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.843,Susan.Chivers,2017-09-14 12:43:48.843
SRM0047,NA,NA,NA,NA,NA,NA,NA,7,15,19,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.85,Susan.Chivers,2017-09-14 12:43:48.85
SRM0048,NA,NA,NA,NA,NA,NA,NA,7,15,17,34,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.853,Susan.Chivers,2017-09-14 12:43:48.853
SRM0049,NA,NA,NA,NA,NA,NA,NA,7,15,19,33,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.857,Susan.Chivers,2017-09-14 12:43:48.857
SRM0050,NA,NA,NA,NA,NA,NA,NA,7,15,18,34,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.86,Susan.Chivers,2017-09-14 12:43:48.86
SRM0051,NA,NA,NA,NA,NA,NA,NA,7,15,16,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.863,Susan.Chivers,2017-09-14 12:43:48.863
SRM0052,NA,NA,NA,NA,NA,NA,NA,7,16,18,33,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.87,Susan.Chivers,2017-09-14 12:43:48.87
SRM0053,NA,NA,NA,NA,NA,NA,NA,7,15,18,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.873,Susan.Chivers,2017-09-14 12:43:48.873
STB0122,NA,NA,NA,NA,NA,NA,NA,7,15,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.877,Susan.Chivers,2017-09-14 12:43:48.877
STB0126,NA,NA,NA,NA,NA,NA,NA,7,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.88,Susan.Chivers,2017-09-14 12:43:48.88
SW95034             ,29.2999992370605,19.2000007629395,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.647,Susan.Chivers,2017-09-14 12:51:21.647
SWC0064             ,22.1000003814697,18.5,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.65,Susan.Chivers,2017-09-14 12:51:21.65
SWC0065             ,23.2000007629395,18.6000003814697,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.657,Susan.Chivers,2017-09-14 12:51:21.657
SWJ0096,NA,NA,NA,NA,NA,NA,NA,7,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.883,Susan.Chivers,2017-09-14 12:43:48.883
SWJ0097,NA,NA,NA,NA,NA,NA,NA,7,14,21,37,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.89,Susan.Chivers,2017-09-14 12:43:48.887
SWJ0098,NA,NA,NA,NA,NA,NA,NA,7,15,20,38,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.893,Susan.Chivers,2017-09-14 12:43:48.893
SWJ0099,NA,NA,NA,NA,NA,NA,NA,NA,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.897,Susan.Chivers,2017-09-14 12:43:48.897
TCF0092,NA,NA,NA,NA,NA,NA,NA,NA,16,16,33,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.9,Susan.Chivers,2017-09-14 12:43:48.9
TCF0093,NA,NA,NA,NA,NA,NA,NA,NA,14,18,34,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.903,Susan.Chivers,2017-09-14 12:43:48.903
TDL0100             ,31.2000007629395,18.1000003814697,2012-01-10,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.66,Susan.Chivers,2017-09-14 12:51:21.66
TDL0113             ,29.5,19.3999996185303,2012-01-10,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.667,Susan.Chivers,2017-09-14 12:51:21.667
TDL0145             ,28.2999992370605,16.7000007629395,2012-01-10,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.67,Susan.Chivers,2017-09-14 12:51:21.67
TDL0170             ,30.5,18.7000007629395,2012-01-10,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.677,Susan.Chivers,2017-09-14 12:51:21.677
TDL0186             ,12.6000003814697,10.6000003814697,2012-01-10,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.68,Susan.Chivers,2017-09-14 12:51:21.68
TDL0188             ,20.7000007629395,14.8000001907349,2012-01-10,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.687,Susan.Chivers,2017-09-14 12:51:21.687
VFC0032,NA,NA,NA,NA,NA,NA,NA,7,15,20,36,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.91,Susan.Chivers,2017-09-14 12:43:48.91
WFP0040             ,23.7000007629395,18,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.69,Susan.Chivers,2017-09-14 12:51:21.69
WFP0046             ,31.8999996185303,19,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.697,Susan.Chivers,2017-09-14 12:51:21.697
WFP0246             ,26.3999996185303,18.6000003814697,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.7,Susan.Chivers,2017-09-14 12:51:21.7
WFP0264             ,24.7999992370605,18.7000007629395,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.707,Susan.Chivers,2017-09-14 12:51:21.707
WFP0473             ,25,18,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.71,Susan.Chivers,2017-09-14 12:51:21.71
WFP0508             ,24.1000003814697,18.1000003814697,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.717,Susan.Chivers,2017-09-14 12:51:21.717
WFP0512             ,24.5,18.2999992370605,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.72,Susan.Chivers,2017-09-14 12:51:21.72
WFP0517             ,25.5,18.5,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.727,Susan.Chivers,2017-09-14 12:51:21.727
WFP0519             ,25.2000007629395,18.3999996185303,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.73,Susan.Chivers,2017-09-14 12:51:21.73
WFP0552             ,25.2999992370605,18.5,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.737,Susan.Chivers,2017-09-14 12:51:21.737
WFP0553,NA,NA,NA,NA,114.300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.913,Susan.Chivers,2017-09-14 12:43:48.913
WFP0554,NA,NA,NA,NA,NA,NA,NA,7,33,24,8,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.917,Susan.Chivers,2017-09-14 12:43:48.917
WFP0565,NA,NA,NA,NA,NA,NA,NA,5,12,18,29,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.92,Susan.Chivers,2017-09-14 12:43:48.92
WFP0579,NA,NA,NA,NA,NA,NA,NA,7,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.927,Susan.Chivers,2017-09-14 12:43:48.927
WFP0583,NA,NA,NA,NA,NA,NA,NA,7,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.93,Susan.Chivers,2017-09-14 12:43:48.93
WFP0595,NA,NA,NA,NA,NA,NA,NA,7,14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.933,Susan.Chivers,2017-09-14 12:43:48.933
WFP0598,NA,NA,NA,NA,NA,NA,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.94,Susan.Chivers,2017-09-14 12:43:48.94
WFP0599,NA,NA,NA,NA,NA,NA,NA,7,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.943,Susan.Chivers,2017-09-14 12:43:48.943
WFP0610,NA,NA,NA,NA,NA,NA,NA,7,14,22,34,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.947,Susan.Chivers,2017-09-14 12:43:48.947
WFP0681,NA,NA,NA,NA,NA,NA,NA,7,15,20,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.95,Susan.Chivers,2017-09-14 12:43:48.95
WFP0682,NA,NA,NA,NA,NA,NA,NA,7,16,19,36,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.953,Susan.Chivers,2017-09-14 12:43:48.953
WSL0005,NA,NA,NA,NA,NA,NA,NA,7,16,21,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.96,Susan.Chivers,2017-09-14 12:43:48.96
WSL0007,NA,NA,NA,NA,NA,NA,NA,NA,15,18,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.963,Susan.Chivers,2017-09-14 12:43:48.963
WSL0008,NA,NA,NA,NA,NA,NA,NA,7,15,19,37,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.967,Susan.Chivers,2017-09-14 12:43:48.967
WSL0013,NA,NA,NA,NA,NA,NA,NA,7,16,20,34,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.97,Susan.Chivers,2017-09-14 12:43:48.97
WSL0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.977,Susan.Chivers,2017-09-14 12:43:48.977
WSL0015,NA,NA,NA,NA,NA,NA,NA,7,14,21,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.98,Susan.Chivers,2017-09-14 12:43:48.98
WSL0016,NA,NA,NA,NA,NA,NA,NA,7,17,19,37,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.983,Susan.Chivers,2017-09-14 12:43:48.983
WSL0017,NA,NA,NA,NA,NA,NA,NA,7,15,19,39,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.987,Susan.Chivers,2017-09-14 12:43:48.987
WSL0018,NA,NA,NA,NA,NA,NA,NA,NA,16,19,37,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.99,Susan.Chivers,2017-09-14 12:43:48.99
WTN0006             ,28.2999992370605,18.1000003814697,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.743,Susan.Chivers,2017-09-14 12:51:21.74
WTN0009             ,28.5,17.5,2011-10-04,Michelle Berman, SBMNH                            ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-14 12:51:21.747,Susan.Chivers,2017-09-14 12:51:21.747
WXC0084,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,2017-09-14 12:43:48.997,Susan.Chivers,2017-09-14 12:43:48.997
