ID,Specimen,CollectionID,AccessionNumber,EditDate,EditUser,RecordCreationDate
1707,BXR0011,2,092046,2017-11-07 14:01:37.747,NA,2017-11-07 14:01:37.747
1708,SFC0088,2,092047,2017-11-07 14:01:37.967,NA,2017-11-07 14:01:37.967
1709,SFG0031,2,092052,2017-11-07 14:01:38.19,NA,2017-11-07 14:01:38.19
1710,MWB0007,2,092054,2017-11-07 14:01:38.41,NA,2017-11-07 14:01:38.41
1711,JOT0018,2,092058,2017-11-07 14:01:38.687,NA,2017-11-07 14:01:38.687
1712,MWB0008,2,092060,2017-11-07 14:01:38.91,NA,2017-11-07 14:01:38.91
1713,SFC0081,2,095792,2017-11-07 14:01:39.15,NA,2017-11-07 14:01:39.15
1714,BAH0075,2,095793,2017-11-07 14:01:39.37,NA,2017-11-07 14:01:39.37
1715,BXR0297,2,091832,2017-11-07 14:01:39.6,NA,2017-11-07 14:01:39.6
1716,SFC0089,2,095799,2017-11-07 14:01:39.823,NA,2017-11-07 14:01:39.823
1717,NWV0001,2,091956,2017-11-07 14:01:40.047,NA,2017-11-07 14:01:40.047
1718,SFC0086,2,095801,2017-11-07 14:01:40.27,NA,2017-11-07 14:01:40.27
1719,GCF0006,2,096447,2017-11-07 14:01:40.497,NA,2017-11-07 14:01:40.497
1720,GCF0007,2,096451,2017-11-07 14:01:40.713,NA,2017-11-07 14:01:40.713
1721,GCF0010,2,096454,2017-11-07 14:01:40.937,NA,2017-11-07 14:01:40.937
1722,JEJ0061,2,096458,2017-11-07 14:01:41.16,NA,2017-11-07 14:01:41.16
1723,JWG0057,2,096459,2017-11-07 14:01:41.38,NA,2017-11-07 14:01:41.38
1724,MAB0005,2,096461,2017-11-07 14:01:41.603,NA,2017-11-07 14:01:41.603
1725,TCB0036,2,096462,2017-11-07 14:01:41.833,NA,2017-11-07 14:01:41.833
1726,JRE0016,2,096433,2017-11-07 14:01:42.057,NA,2017-11-07 14:01:42.057
1727,EAK0005,2,095795,2017-11-07 14:01:42.287,NA,2017-11-07 14:01:42.287
1728,BXR0311,2,091846,2017-11-07 14:01:42.507,NA,2017-11-07 14:01:42.507
1729,BXR0300,2,091835,2017-11-07 14:01:42.74,NA,2017-11-07 14:01:42.74
1730,BXR0301,2,091836,2017-11-07 14:01:42.96,NA,2017-11-07 14:01:42.96
1731,BXR0302,2,091837,2017-11-07 14:01:43.183,NA,2017-11-07 14:01:43.183
1732,BXR0303,2,091838,2017-11-07 14:01:43.407,NA,2017-11-07 14:01:43.407
1733,BXR0304,2,09183,2017-11-07 14:01:43.63,NA,2017-11-07 14:01:43.63
1734,BXR0305,2,091840,2017-11-07 14:01:43.85,NA,2017-11-07 14:01:43.85
1735,BXR0306,2,091841,2017-11-07 14:01:44.077,NA,2017-11-07 14:01:44.077
1736,BXR0307,2,091842,2017-11-07 14:01:44.3,NA,2017-11-07 14:01:44.3
1737,BXR0308,2,091843,2017-11-07 14:01:44.523,NA,2017-11-07 14:01:44.523
1738,CSC0001,2,091992,2017-11-07 14:01:44.74,NA,2017-11-07 14:01:44.74
1739,BXR0310,2,091845,2017-11-07 14:01:44.963,NA,2017-11-07 14:01:44.963
1740,GRP0002,2,091966,2017-11-07 14:01:45.183,NA,2017-11-07 14:01:45.183
1741,BXR0312,2,091847,2017-11-07 14:01:45.403,NA,2017-11-07 14:01:45.403
1742,BXR0313,2,091848,2017-11-07 14:01:45.623,NA,2017-11-07 14:01:45.623
1743,BXR0314,2,091849,2017-11-07 14:01:45.843,NA,2017-11-07 14:01:45.843
1744,BXR0315,2,091850,2017-11-07 14:01:46.077,NA,2017-11-07 14:01:46.077
1745,BXR0316,2,091851,2017-11-07 14:01:46.297,NA,2017-11-07 14:01:46.297
1746,SFC0082,2,091899,2017-11-07 14:01:46.52,NA,2017-11-07 14:01:46.52
1747,ZSM0237,2,091900,2017-11-07 14:01:46.747,NA,2017-11-07 14:01:46.747
1748,ZSM0241,2,091901,2017-11-07 14:01:46.98,NA,2017-11-07 14:01:46.98
1749,ZSM0242,2,091902,2017-11-07 14:01:47.2,NA,2017-11-07 14:01:47.2
1750,WAA0417,2,091773,2017-11-07 14:01:47.43,NA,2017-11-07 14:01:47.43
1751,BXR0309,2,091844,2017-11-07 14:01:47.653,NA,2017-11-07 14:01:47.653
1752,SFG0032,2,054913,2017-11-07 14:01:47.873,NA,2017-11-07 14:01:47.873
1753,RAB0013,2,054901,2017-11-07 14:01:48.103,NA,2017-11-07 14:01:48.103
1754,RCP0021,2,054902,2017-11-07 14:01:48.34,NA,2017-11-07 14:01:48.34
1755,RCP0024,2,054903,2017-11-07 14:01:48.563,NA,2017-11-07 14:01:48.563
1756,RCR0024,2,054904,2017-11-07 14:01:48.783,NA,2017-11-07 14:01:48.783
1757,RGR0063,2,054905,2017-11-07 14:01:49.003,NA,2017-11-07 14:01:49.003
1758,SCG0094,2,054907,2017-11-07 14:01:49.223,NA,2017-11-07 14:01:49.223
1759,SCG0095,2,054908,2017-11-07 14:01:49.443,NA,2017-11-07 14:01:49.443
1760,SER0035,2,054909,2017-11-07 14:01:49.663,NA,2017-11-07 14:01:49.663
1761,SER0036,2,054910,2017-11-07 14:01:49.883,NA,2017-11-07 14:01:49.883
1762,BXR0252,2,091787,2017-11-07 14:01:50.113,NA,2017-11-07 14:01:50.113
1763,SFG0030,2,054912,2017-11-07 14:01:50.343,NA,2017-11-07 14:01:50.343
1764,RAB0009,2,054898,2017-11-07 14:01:50.567,NA,2017-11-07 14:01:50.567
1765,SFG0033,2,054914,2017-11-07 14:01:50.79,NA,2017-11-07 14:01:50.79
1766,SFG0034,2,054915,2017-11-07 14:01:51.027,NA,2017-11-07 14:01:51.027
1767,SFG0035,2,054916,2017-11-07 14:01:51.247,NA,2017-11-07 14:01:51.247
1768,SFG0036,2,054917,2017-11-07 14:01:51.477,NA,2017-11-07 14:01:51.477
1769,SWL0061,2,054919,2017-11-07 14:01:51.7,NA,2017-11-07 14:01:51.7
1770,SWL0063,2,054920,2017-11-07 14:01:51.92,NA,2017-11-07 14:01:51.92
1771,SWL0064,2,054921,2017-11-07 14:01:52.147,NA,2017-11-07 14:01:52.147
1772,SWL0071,2,054922,2017-11-07 14:01:52.37,NA,2017-11-07 14:01:52.37
1773,SWL0072,2,054923,2017-11-07 14:01:52.603,NA,2017-11-07 14:01:52.603
1774,SFG0002,2,054911,2017-11-07 14:01:52.827,NA,2017-11-07 14:01:52.827
1775,MBH0025,2,054888,2017-11-07 14:01:53.047,NA,2017-11-07 14:01:53.047
1776,DBH0719,2,054816,2017-11-07 14:01:53.273,NA,2017-11-07 14:01:53.273
1777,JWG0042,2,054878,2017-11-07 14:01:53.497,NA,2017-11-07 14:01:53.497
1778,JWG0044,2,054879,2017-11-07 14:01:53.72,NA,2017-11-07 14:01:53.72
1779,JWG0047,2,054880,2017-11-07 14:01:53.953,NA,2017-11-07 14:01:53.953
1780,JXB0001,2,054881,2017-11-07 14:01:54.173,NA,2017-11-07 14:01:54.173
1781,KPW0012,2,054882,2017-11-07 14:01:54.393,NA,2017-11-07 14:01:54.393
1782,KPW0041,2,054883,2017-11-07 14:01:54.613,NA,2017-11-07 14:01:54.613
1783,MAB0001,2,054884,2017-11-07 14:01:54.833,NA,2017-11-07 14:01:54.833
1784,MAB0002,2,054885,2017-11-07 14:01:55.053,NA,2017-11-07 14:01:55.053
1785,RAB0011,2,054900,2017-11-07 14:01:55.28,NA,2017-11-07 14:01:55.28
1786,MBH0023,2,054887,2017-11-07 14:01:55.653,NA,2017-11-07 14:01:55.653
1787,RAB0010,2,054899,2017-11-07 14:01:55.877,NA,2017-11-07 14:01:55.877
1788,MIB0001,2,054889,2017-11-07 14:01:56.097,NA,2017-11-07 14:01:56.097
1789,MIB0002,2,054890,2017-11-07 14:01:56.32,NA,2017-11-07 14:01:56.32
1790,MIB0003,2,054891,2017-11-07 14:01:56.543,NA,2017-11-07 14:01:56.543
1791,MIB0004,2,054892,2017-11-07 14:01:56.767,NA,2017-11-07 14:01:56.767
1792,MWB0006,2,054893,2017-11-07 14:01:56.987,NA,2017-11-07 14:01:56.987
1793,MWB0009,2,054894,2017-11-07 14:01:57.237,NA,2017-11-07 14:01:57.237
1794,PCW0003,2,054895,2017-11-07 14:01:57.457,NA,2017-11-07 14:01:57.457
1795,RAB0006,2,054896,2017-11-07 14:01:57.68,NA,2017-11-07 14:01:57.68
1796,RAB0008,2,054897,2017-11-07 14:01:57.907,NA,2017-11-07 14:01:57.907
1797,SWL0078,2,054926,2017-11-07 14:01:58.13,NA,2017-11-07 14:01:58.13
1798,MAB0006,2,054886,2017-11-07 14:01:58.35,NA,2017-11-07 14:01:58.35
1799,WKI0215,2,072324,2017-11-07 14:01:58.583,NA,2017-11-07 14:01:58.583
1800,SWL0073,2,054924,2017-11-07 14:01:58.803,NA,2017-11-07 14:01:58.803
1801,RGR0054,2,072314,2017-11-07 14:01:59.027,NA,2017-11-07 14:01:59.027
1802,RGR0056,2,072315,2017-11-07 14:01:59.25,NA,2017-11-07 14:01:59.25
1803,RGR0057,2,072316,2017-11-07 14:01:59.49,NA,2017-11-07 14:01:59.49
1804,GSD0035,2,072317,2017-11-07 14:01:59.713,NA,2017-11-07 14:01:59.713
1805,GSD0041,2,072318,2017-11-07 14:01:59.937,NA,2017-11-07 14:01:59.937
1806,GSD0042,2,072319,2017-11-07 14:02:00.16,NA,2017-11-07 14:02:00.16
1807,GSD0046,2,072320,2017-11-07 14:02:00.38,NA,2017-11-07 14:02:00.38
1808,GSD0047,2,072321,2017-11-07 14:02:00.597,NA,2017-11-07 14:02:00.597
1809,JWG0046,2,072312,2017-11-07 14:02:00.82,NA,2017-11-07 14:02:00.82
1810,JOT0003,2,072323,2017-11-07 14:02:01.043,NA,2017-11-07 14:02:01.043
1811,JWG0045,2,072311,2017-11-07 14:02:01.277,NA,2017-11-07 14:02:01.277
1812,WFP0682,2,072434,2017-11-07 14:02:01.5,NA,2017-11-07 14:02:01.5
1813,WFP0681,2,072435,2017-11-07 14:02:01.72,NA,2017-11-07 14:02:01.72
1814,JMC0639,2,072557,2017-11-07 14:02:01.953,NA,2017-11-07 14:02:01.953
1815,WAW0115,2,086099,2017-11-07 14:02:02.173,NA,2017-11-07 14:02:02.173
1816,DJT0044,2,091767,2017-11-07 14:02:02.393,NA,2017-11-07 14:02:02.393
1817,DJT0048,2,091768,2017-11-07 14:02:02.623,NA,2017-11-07 14:02:02.623
1818,DJT0049,2,091769,2017-11-07 14:02:02.847,NA,2017-11-07 14:02:02.847
1819,WAA0413,2,091771,2017-11-07 14:02:03.067,NA,2017-11-07 14:02:03.067
1820,WAA0414,2,091772,2017-11-07 14:02:03.297,NA,2017-11-07 14:02:03.297
1821,JWG0033,2,054876,2017-11-07 14:02:03.517,NA,2017-11-07 14:02:03.517
1822,SWL0085,2,072322,2017-11-07 14:02:03.73,NA,2017-11-07 14:02:03.73
1823,WKI0216,2,054937,2017-11-07 14:02:03.95,NA,2017-11-07 14:02:03.95
1824,WAA0418,2,091774,2017-11-07 14:02:04.17,NA,2017-11-07 14:02:04.17
1825,SWL0081,2,054927,2017-11-07 14:02:04.407,NA,2017-11-07 14:02:04.407
1826,SWL0082,2,054928,2017-11-07 14:02:04.627,NA,2017-11-07 14:02:04.627
1827,SWL0083,2,054929,2017-11-07 14:02:04.85,NA,2017-11-07 14:02:04.85
1828,SWL0086,2,054930,2017-11-07 14:02:05.1,NA,2017-11-07 14:02:05.1
1829,SWL0101,2,054931,2017-11-07 14:02:05.323,NA,2017-11-07 14:02:05.323
1830,SWM0033,2,054932,2017-11-07 14:02:05.56,NA,2017-11-07 14:02:05.56
1831,SWM0039,2,054933,2017-11-07 14:02:06.197,NA,2017-11-07 14:02:06.197
1832,SWM0040,2,054934,2017-11-07 14:02:06.417,NA,2017-11-07 14:02:06.417
1833,JWG0049,2,072313,2017-11-07 14:02:06.673,NA,2017-11-07 14:02:06.673
1834,WKI0214,2,054936,2017-11-07 14:02:06.897,NA,2017-11-07 14:02:06.897
1835,SWL0075,2,054925,2017-11-07 14:02:07.12,NA,2017-11-07 14:02:07.12
1836,WKI0217,2,054938,2017-11-07 14:02:07.343,NA,2017-11-07 14:02:07.343
1837,WKI0218,2,054939,2017-11-07 14:02:07.567,NA,2017-11-07 14:02:07.567
1838,WMO0001,2,054940,2017-11-07 14:02:07.79,NA,2017-11-07 14:02:07.79
1839,KEK0001,2,072115,2017-11-07 14:02:07.997,NA,2017-11-07 14:02:07.997
1840,KEK0009,2,072116,2017-11-07 14:02:08.217,NA,2017-11-07 14:02:08.217
1841,RAB0007,2,072117,2017-11-07 14:02:08.437,NA,2017-11-07 14:02:08.437
1842,DBH0713,2,072161,2017-11-07 14:02:08.657,NA,2017-11-07 14:02:08.657
1843,WKI0219,2,072276,2017-11-07 14:02:08.877,NA,2017-11-07 14:02:08.877
1844,CWO0052,2,072309,2017-11-07 14:02:09.103,NA,2017-11-07 14:02:09.103
1845,JWG0043,2,072310,2017-11-07 14:02:09.327,NA,2017-11-07 14:02:09.327
1846,WKI0213,2,054935,2017-11-07 14:02:09.56,NA,2017-11-07 14:02:09.56
1847,AXP0099,2,095351,2017-11-07 14:02:09.78,NA,2017-11-07 14:02:09.78
1848,BDJ0122,2,072145,2017-11-07 14:02:10.003,NA,2017-11-07 14:02:10.003
1849,DBH0721,2,054818,2017-11-07 14:02:10.233,NA,2017-11-07 14:02:10.233
1850,RWB0109,2,095403,2017-11-07 14:02:10.453,NA,2017-11-07 14:02:10.453
1851,RWB0108,2,095402,2017-11-07 14:02:10.677,NA,2017-11-07 14:02:10.677
1852,RWB0107,2,095401,2017-11-07 14:02:10.9,NA,2017-11-07 14:02:10.9
1853,AXP0100,2,095352,2017-11-07 14:02:11.113,NA,2017-11-07 14:02:11.113
1854,AXP0098,2,096499,2017-11-07 14:02:11.347,NA,2017-11-07 14:02:11.347
1855,AXP0096,2,095349,2017-11-07 14:02:11.57,NA,2017-11-07 14:02:11.57
1856,WKI0169,2,092061,2017-11-07 14:02:11.793,NA,2017-11-07 14:02:11.793
1857,RJL0034,2,092059,2017-11-07 14:02:12.02,NA,2017-11-07 14:02:12.02
1858,CCB0064,2,072556,2017-11-07 14:02:12.237,NA,2017-11-07 14:02:12.237
1859,GLL0051,2,072437,2017-11-07 14:02:12.46,NA,2017-11-07 14:02:12.46
1860,RWB0106,2,095399,2017-11-07 14:02:12.68,NA,2017-11-07 14:02:12.68
1861,WSL0007,2,072438,2017-11-07 14:02:12.9,NA,2017-11-07 14:02:12.9
1862,MXS0008,2,092053,2017-11-07 14:02:13.13,NA,2017-11-07 14:02:13.13
1863,MXS0007,2,084116,2017-11-07 14:02:13.357,NA,2017-11-07 14:02:13.357
1864,JWG0032,2,084123,2017-11-07 14:02:13.573,NA,2017-11-07 14:02:13.573
1865,SRM0003,2,084141,2017-11-07 14:02:13.793,NA,2017-11-07 14:02:13.793
1866,SRM0007,2,084162,2017-11-07 14:02:14.027,NA,2017-11-07 14:02:14.027
1867,WKI0223,2,084165,2017-11-07 14:02:14.243,NA,2017-11-07 14:02:14.243
1868,MXS0003,2,084169,2017-11-07 14:02:14.473,NA,2017-11-07 14:02:14.473
1869,RWB0105,2,092050,2017-11-07 14:02:14.693,NA,2017-11-07 14:02:14.693
1870,WFP0016,4,15667,2017-11-07 14:02:14.913,NA,2017-11-07 14:02:14.913
1871,WFP0566,4,26461,2017-11-07 14:02:15.137,NA,2017-11-07 14:02:15.137
1872,WFP0023,4,15664,2017-11-07 14:02:15.367,NA,2017-11-07 14:02:15.367
1873,WFP0019,4,15663,2017-11-07 14:02:15.59,NA,2017-11-07 14:02:15.59
1874,WFP0010,4,15662,2017-11-07 14:02:15.813,NA,2017-11-07 14:02:15.813
1875,WFP0014,4,15666,2017-11-07 14:02:16.033,NA,2017-11-07 14:02:16.033
1876,WFP0022,4,15668,2017-11-07 14:02:16.25,NA,2017-11-07 14:02:16.25
1877,WFP0027,4,15669,2017-11-07 14:02:16.463,NA,2017-11-07 14:02:16.463
1878,WFP0015,4,15665,2017-11-07 14:02:16.683,NA,2017-11-07 14:02:16.683
1879,JOC0046,5,52198,2017-11-07 14:02:16.907,NA,2017-11-07 14:02:16.907
1880,BGB0017,5,52209,2017-11-07 14:02:17.147,NA,2017-11-07 14:02:17.147
1881,JOH0014,5,52165,2017-11-07 14:02:17.373,NA,2017-11-07 14:02:17.373
1882,JOZ0015,5,52164,2017-11-07 14:02:17.603,NA,2017-11-07 14:02:17.603
1883,BGB0016,5,52208,2017-11-07 14:02:17.83,NA,2017-11-07 14:02:17.83
1884,RDS0159,5,52207,2017-11-07 14:02:18.053,NA,2017-11-07 14:02:18.053
1885,RDS0158,5,52206,2017-11-07 14:02:18.273,NA,2017-11-07 14:02:18.273
1886,SRM0052,5,52205,2017-11-07 14:02:18.507,NA,2017-11-07 14:02:18.507
1887,JOC0045,5,52197,2017-11-07 14:02:18.73,NA,2017-11-07 14:02:18.73
1888,SRM0048,5,52201,2017-11-07 14:02:18.95,NA,2017-11-07 14:02:18.95
1889,JOC0063,5,52199,2017-11-07 14:02:19.17,NA,2017-11-07 14:02:19.17
1890,PLT0006,5,52167,2017-11-07 14:02:19.393,NA,2017-11-07 14:02:19.393
