ID,Specimen,CollectionID,AccessionNumber,EditDate,EditUser,RecordCreationDate
643,CWO0421,1,500026,2017-11-07 13:57:38.5,NA,2017-11-07 13:57:38.5
644,CWO0425,1,500027,2017-11-07 13:57:38.723,NA,2017-11-07 13:57:38.723
645,CWO0595,1,500031,2017-11-07 13:57:38.943,NA,2017-11-07 13:57:38.943
646,CWO0597,1,500032,2017-11-07 13:57:39.163,NA,2017-11-07 13:57:39.163
647,CWO0598,1,500033,2017-11-07 13:57:39.387,NA,2017-11-07 13:57:39.387
648,CWO0621,1,500034,2017-11-07 13:57:39.6,NA,2017-11-07 13:57:39.6
649,CWO0697,1,500035,2017-11-07 13:57:39.823,NA,2017-11-07 13:57:39.823
650,CWO0756,1,500036,2017-11-07 13:57:40.047,NA,2017-11-07 13:57:40.047
651,CWO0765,1,500037,2017-11-07 13:57:40.27,NA,2017-11-07 13:57:40.27
652,CWO0766,1,500038,2017-11-07 13:57:40.5,NA,2017-11-07 13:57:40.5
653,CWO0799,1,500039,2017-11-07 13:57:40.72,NA,2017-11-07 13:57:40.72
654,CWO0329,1,487286,2017-11-07 13:57:40.953,NA,2017-11-07 13:57:40.953
655,CRR0031,1,500013,2017-11-07 13:57:41.173,NA,2017-11-07 13:57:41.173
656,JMC0475,1,487857,2017-11-07 13:57:41.397,NA,2017-11-07 13:57:41.397
657,CWO0635,1,487793,2017-11-07 13:57:41.61,NA,2017-11-07 13:57:41.61
658,CWO0636,1,487794,2017-11-07 13:57:41.83,NA,2017-11-07 13:57:41.83
659,CWO0637,1,487795,2017-11-07 13:57:42.053,NA,2017-11-07 13:57:42.053
660,CWO0638,1,487796,2017-11-07 13:57:42.277,NA,2017-11-07 13:57:42.277
661,CWO0639,1,487797,2017-11-07 13:57:42.5,NA,2017-11-07 13:57:42.5
662,CWO0640,1,487798,2017-11-07 13:57:42.74,NA,2017-11-07 13:57:42.74
663,CWO0641,1,487799,2017-11-07 13:57:42.96,NA,2017-11-07 13:57:42.96
664,CWO0642,1,487800,2017-11-07 13:57:43.18,NA,2017-11-07 13:57:43.18
665,CWO0643,1,487801,2017-11-07 13:57:43.4,NA,2017-11-07 13:57:43.4
666,CWO0644,1,487802,2017-11-07 13:57:43.613,NA,2017-11-07 13:57:43.613
667,CWO0645,1,487803,2017-11-07 13:57:43.837,NA,2017-11-07 13:57:43.837
668,CWO0646,1,487804,2017-11-07 13:57:44.057,NA,2017-11-07 13:57:44.057
669,JMC0520,1,487873,2017-11-07 13:57:44.29,NA,2017-11-07 13:57:44.29
670,JMC0269,1,487856,2017-11-07 13:57:44.51,NA,2017-11-07 13:57:44.51
671,DBH0084,1,500043,2017-11-07 13:57:44.75,NA,2017-11-07 13:57:44.75
672,JMC0478,1,487858,2017-11-07 13:57:44.97,NA,2017-11-07 13:57:44.97
673,JMC0495,1,487859,2017-11-07 13:57:45.19,NA,2017-11-07 13:57:45.19
674,JMC0496,1,487860,2017-11-07 13:57:45.413,NA,2017-11-07 13:57:45.413
675,JMC0497,1,487861,2017-11-07 13:57:45.637,NA,2017-11-07 13:57:45.637
676,JMC0499,1,487862,2017-11-07 13:57:45.867,NA,2017-11-07 13:57:45.867
677,JMC0502,1,487863,2017-11-07 13:57:46.1,NA,2017-11-07 13:57:46.1
678,JMC0503,1,487864,2017-11-07 13:57:46.323,NA,2017-11-07 13:57:46.323
679,JMC0504,1,487865,2017-11-07 13:57:46.547,NA,2017-11-07 13:57:46.547
680,JMC0505,1,487866,2017-11-07 13:57:46.757,NA,2017-11-07 13:57:46.757
681,JMC0508,1,487867,2017-11-07 13:57:46.977,NA,2017-11-07 13:57:46.977
682,JMC0510,1,487868,2017-11-07 13:57:47.2,NA,2017-11-07 13:57:47.2
683,JMC0513,1,487869,2017-11-07 13:57:47.42,NA,2017-11-07 13:57:47.42
684,JMC0514,1,487870,2017-11-07 13:57:47.643,NA,2017-11-07 13:57:47.643
685,JMC0259,1,487855,2017-11-07 13:57:47.89,NA,2017-11-07 13:57:47.89
686,RWC0160,1,500183,2017-11-07 13:57:48.113,NA,2017-11-07 13:57:48.113
687,RJO0107,1,500162,2017-11-07 13:57:48.353,NA,2017-11-07 13:57:48.353
688,RJO0206,1,500164,2017-11-07 13:57:48.573,NA,2017-11-07 13:57:48.573
689,RJO0456,1,500171,2017-11-07 13:57:48.8,NA,2017-11-07 13:57:48.8
690,RJO0457,1,500172,2017-11-07 13:57:49.01,NA,2017-11-07 13:57:49.01
691,RJO0487,1,500173,2017-11-07 13:57:49.233,NA,2017-11-07 13:57:49.233
692,RWC0014,1,500174,2017-11-07 13:57:49.453,NA,2017-11-07 13:57:49.453
693,RWC0015,1,500175,2017-11-07 13:57:49.683,NA,2017-11-07 13:57:49.683
694,RWC0024,1,500176,2017-11-07 13:57:49.91,NA,2017-11-07 13:57:49.91
695,RWC0025,1,500177,2017-11-07 13:57:50.133,NA,2017-11-07 13:57:50.133
696,RWC0107,1,500178,2017-11-07 13:57:50.357,NA,2017-11-07 13:57:50.357
697,RWC0109,1,500179,2017-11-07 13:57:50.577,NA,2017-11-07 13:57:50.577
698,RWC0118,1,500180,2017-11-07 13:57:50.797,NA,2017-11-07 13:57:50.797
699,CWO0804,1,500041,2017-11-07 13:57:51.027,NA,2017-11-07 13:57:51.027
700,RWC0148,1,500182,2017-11-07 13:57:51.25,NA,2017-11-07 13:57:51.25
701,RJO0002,1,500159,2017-11-07 13:57:51.473,NA,2017-11-07 13:57:51.473
702,RWC0162,1,500184,2017-11-07 13:57:51.697,NA,2017-11-07 13:57:51.697
703,RWC0164,1,500185,2017-11-07 13:57:51.917,NA,2017-11-07 13:57:51.917
704,RWC0166,1,500186,2017-11-07 13:57:52.203,NA,2017-11-07 13:57:52.203
705,RWC0171,1,500187,2017-11-07 13:57:52.427,NA,2017-11-07 13:57:52.427
706,RWC0182,1,500188,2017-11-07 13:57:52.65,NA,2017-11-07 13:57:52.65
707,RWC0184,1,500189,2017-11-07 13:57:52.87,NA,2017-11-07 13:57:52.87
708,RWC0187,1,500190,2017-11-07 13:57:53.087,NA,2017-11-07 13:57:53.087
709,RWC0188,1,500191,2017-11-07 13:57:53.31,NA,2017-11-07 13:57:53.31
710,RWC0204,1,500192,2017-11-07 13:57:53.533,NA,2017-11-07 13:57:53.533
711,RWC0205,1,500193,2017-11-07 13:57:53.757,NA,2017-11-07 13:57:53.757
712,RWC0232,1,500194,2017-11-07 13:57:53.98,NA,2017-11-07 13:57:53.98
713,RWC0323,1,500195,2017-11-07 13:57:54.207,NA,2017-11-07 13:57:54.207
714,TBS0345,1,504831,2017-11-07 13:57:54.43,NA,2017-11-07 13:57:54.43
715,RWC0129,1,500181,2017-11-07 13:57:54.65,NA,2017-11-07 13:57:54.65
716,JAY0102,1,500109,2017-11-07 13:57:54.873,NA,2017-11-07 13:57:54.873
717,WFP0303,1,500855,2017-11-07 13:57:55.087,NA,2017-11-07 13:57:55.087
718,DBH0096,1,500044,2017-11-07 13:57:55.31,NA,2017-11-07 13:57:55.31
719,DBH0141,1,500046,2017-11-07 13:57:55.533,NA,2017-11-07 13:57:55.533
720,DBZ0001,1,500054,2017-11-07 13:57:55.753,NA,2017-11-07 13:57:55.753
721,DBZ0038,1,500056,2017-11-07 13:57:56.02,NA,2017-11-07 13:57:56.02
722,DBZ0049,1,500058,2017-11-07 13:57:56.247,NA,2017-11-07 13:57:56.247
723,DBZ0248,1,500098,2017-11-07 13:57:56.477,NA,2017-11-07 13:57:56.477
724,JAY0005,1,500101,2017-11-07 13:57:56.697,NA,2017-11-07 13:57:56.697
725,JAY0006,1,500102,2017-11-07 13:57:56.92,NA,2017-11-07 13:57:56.92
726,JAY0007,1,500103,2017-11-07 13:57:57.153,NA,2017-11-07 13:57:57.153
727,JAY0009,1,500104,2017-11-07 13:57:57.377,NA,2017-11-07 13:57:57.377
728,JAY0020,1,500105,2017-11-07 13:57:57.597,NA,2017-11-07 13:57:57.597
729,JAY0087,1,500106,2017-11-07 13:57:57.817,NA,2017-11-07 13:57:57.817
730,RJO0030,1,500161,2017-11-07 13:57:58.04,NA,2017-11-07 13:57:58.04
731,JAY0155,1,500115,2017-11-07 13:57:58.257,NA,2017-11-07 13:57:58.257
732,JMC0273,1,487429,2017-11-07 13:57:58.493,NA,2017-11-07 13:57:58.493
733,KDS0212,1,500158,2017-11-07 13:57:58.713,NA,2017-11-07 13:57:58.713
734,KDS0045,1,500155,2017-11-07 13:57:58.933,NA,2017-11-07 13:57:58.933
735,JWP0243,1,500152,2017-11-07 13:57:59.153,NA,2017-11-07 13:57:59.153
736,JWP0240,1,500151,2017-11-07 13:57:59.377,NA,2017-11-07 13:57:59.377
737,JAY0088,1,500107,2017-11-07 13:57:59.623,NA,2017-11-07 13:57:59.623
738,JMC0614,1,500122,2017-11-07 13:57:59.847,NA,2017-11-07 13:57:59.847
739,JAY0089,1,500108,2017-11-07 13:58:00.08,NA,2017-11-07 13:58:00.08
740,JAY0149,1,500114,2017-11-07 13:58:00.303,NA,2017-11-07 13:58:00.303
741,JAY0131,1,500113,2017-11-07 13:58:00.523,NA,2017-11-07 13:58:00.523
742,JAY0111,1,500112,2017-11-07 13:58:00.747,NA,2017-11-07 13:58:00.747
743,JAY0106,1,500111,2017-11-07 13:58:00.97,NA,2017-11-07 13:58:00.97
744,JAY0105,1,500110,2017-11-07 13:58:01.19,NA,2017-11-07 13:58:01.19
745,RJO0026,1,500160,2017-11-07 13:58:01.417,NA,2017-11-07 13:58:01.417
746,JWP0239,1,500150,2017-11-07 13:58:01.637,NA,2017-11-07 13:58:01.637
747,CWO0170,1,502337,2017-11-07 13:58:01.86,NA,2017-11-07 13:58:01.86
748,MT 0048,1,502357,2017-11-07 13:58:02.083,NA,2017-11-07 13:58:02.083
749,CWO0110,1,502324,2017-11-07 13:58:02.303,NA,2017-11-07 13:58:02.303
750,CWO0111,1,502325,2017-11-07 13:58:02.523,NA,2017-11-07 13:58:02.523
751,CWO0112,1,502326,2017-11-07 13:58:02.743,NA,2017-11-07 13:58:02.743
752,CWO0113,1,502327,2017-11-07 13:58:02.967,NA,2017-11-07 13:58:02.967
753,CWO0114,1,502328,2017-11-07 13:58:03.19,NA,2017-11-07 13:58:03.19
754,CWO0115,1,502329,2017-11-07 13:58:03.423,NA,2017-11-07 13:58:03.423
755,CWO0116,1,502330,2017-11-07 13:58:03.65,NA,2017-11-07 13:58:03.65
756,CWO0117,1,502331,2017-11-07 13:58:03.87,NA,2017-11-07 13:58:03.87
757,CWO0150,1,502332,2017-11-07 13:58:04.093,NA,2017-11-07 13:58:04.093
758,CWO0151,1,502333,2017-11-07 13:58:04.313,NA,2017-11-07 13:58:04.313
759,CWO0152,1,502334,2017-11-07 13:58:04.54,NA,2017-11-07 13:58:04.54
760,CWO0108,1,502322,2017-11-07 13:58:04.76,NA,2017-11-07 13:58:04.76
761,CWO0169,1,502336,2017-11-07 13:58:04.98,NA,2017-11-07 13:58:04.98
762,CWO0107,1,502321,2017-11-07 13:58:05.213,NA,2017-11-07 13:58:05.213
763,CWO0172,1,502338,2017-11-07 13:58:05.437,NA,2017-11-07 13:58:05.437
764,CWO0173,1,502339,2017-11-07 13:58:05.663,NA,2017-11-07 13:58:05.663
765,CWO0174,1,502340,2017-11-07 13:58:05.887,NA,2017-11-07 13:58:05.887
766,CWO0176,1,502341,2017-11-07 13:58:06.11,NA,2017-11-07 13:58:06.11
767,JMC0039,1,502344,2017-11-07 13:58:06.33,NA,2017-11-07 13:58:06.33
768,JMC0064,1,502347,2017-11-07 13:58:06.56,NA,2017-11-07 13:58:06.56
769,KDS0128,1,502349,2017-11-07 13:58:06.78,NA,2017-11-07 13:58:06.78
770,MT 0042,1,502351,2017-11-07 13:58:07.003,NA,2017-11-07 13:58:07.003
771,MT 0043,1,502352,2017-11-07 13:58:07.227,NA,2017-11-07 13:58:07.227
772,MT 0044,1,502353,2017-11-07 13:58:07.45,NA,2017-11-07 13:58:07.45
773,MT 0045,1,502354,2017-11-07 13:58:07.667,NA,2017-11-07 13:58:07.667
774,MT 0046,1,502355,2017-11-07 13:58:07.887,NA,2017-11-07 13:58:07.887
775,TBS0341,1,504829,2017-11-07 13:58:08.117,NA,2017-11-07 13:58:08.117
776,CWO0153,1,502335,2017-11-07 13:58:08.347,NA,2017-11-07 13:58:08.347
777,CWO0074,1,502307,2017-11-07 13:58:08.567,NA,2017-11-07 13:58:08.567
778,KDS0042,1,500154,2017-11-07 13:58:08.787,NA,2017-11-07 13:58:08.787
779,KDS0059,1,500156,2017-11-07 13:58:09.01,NA,2017-11-07 13:58:09.01
780,KDS0117,1,500157,2017-11-07 13:58:09.23,NA,2017-11-07 13:58:09.23
781,RJO0135,1,500163,2017-11-07 13:58:09.45,NA,2017-11-07 13:58:09.45
782,RJO0256,1,500165,2017-11-07 13:58:09.693,NA,2017-11-07 13:58:09.693
783,RJO0258,1,500166,2017-11-07 13:58:09.91,NA,2017-11-07 13:58:09.91
784,RJO0332,1,500167,2017-11-07 13:58:10.143,NA,2017-11-07 13:58:10.143
785,WFP0280,1,500844,2017-11-07 13:58:10.373,NA,2017-11-07 13:58:10.373
786,DJO0059,1,500846,2017-11-07 13:58:10.597,NA,2017-11-07 13:58:10.597
787,DJO0060,1,500847,2017-11-07 13:58:10.813,NA,2017-11-07 13:58:10.813
788,CWO0016,1,502303,2017-11-07 13:58:11.037,NA,2017-11-07 13:58:11.037
789,CWO0057,1,502304,2017-11-07 13:58:11.257,NA,2017-11-07 13:58:11.257
790,CWO0109,1,502323,2017-11-07 13:58:11.477,NA,2017-11-07 13:58:11.477
791,CWO0059,1,502306,2017-11-07 13:58:11.7,NA,2017-11-07 13:58:11.7
792,MT 0054,1,502358,2017-11-07 13:58:11.933,NA,2017-11-07 13:58:11.933
793,CWO0081,1,502308,2017-11-07 13:58:12.157,NA,2017-11-07 13:58:12.157
794,CWO0082,1,502309,2017-11-07 13:58:12.377,NA,2017-11-07 13:58:12.377
795,CWO0083,1,502310,2017-11-07 13:58:12.6,NA,2017-11-07 13:58:12.6
796,CWO0097,1,502311,2017-11-07 13:58:12.827,NA,2017-11-07 13:58:12.827
797,CWO0098,1,502312,2017-11-07 13:58:13.05,NA,2017-11-07 13:58:13.05
798,CWO0099,1,502313,2017-11-07 13:58:13.273,NA,2017-11-07 13:58:13.273
799,CWO0100,1,502314,2017-11-07 13:58:13.493,NA,2017-11-07 13:58:13.493
800,CWO0101,1,502315,2017-11-07 13:58:13.713,NA,2017-11-07 13:58:13.713
801,CWO0102,1,502316,2017-11-07 13:58:13.933,NA,2017-11-07 13:58:13.933
802,CWO0103,1,502317,2017-11-07 13:58:14.157,NA,2017-11-07 13:58:14.157
803,CWO0104,1,502318,2017-11-07 13:58:14.377,NA,2017-11-07 13:58:14.377
804,CWO0105,1,502319,2017-11-07 13:58:14.6,NA,2017-11-07 13:58:14.6
805,CWO0106,1,502320,2017-11-07 13:58:14.823,NA,2017-11-07 13:58:14.823
806,CWO0058,1,502305,2017-11-07 13:58:15.057,NA,2017-11-07 13:58:15.057
807,JFL0049,1,504795,2017-11-07 13:58:15.307,NA,2017-11-07 13:58:15.307
808,MT 0047,1,502356,2017-11-07 13:58:15.523,NA,2017-11-07 13:58:15.523
809,JMC0489,1,500119,2017-11-07 13:58:15.747,NA,2017-11-07 13:58:15.747
810,JMC0490,1,500120,2017-11-07 13:58:15.967,NA,2017-11-07 13:58:15.967
811,JMC0491,1,500121,2017-11-07 13:58:16.19,NA,2017-11-07 13:58:16.19
812,WAW0103,1,500861,2017-11-07 13:58:16.41,NA,2017-11-07 13:58:16.41
813,WAW0102,1,500862,2017-11-07 13:58:16.633,NA,2017-11-07 13:58:16.633
814,WAW0099,1,500863,2017-11-07 13:58:16.853,NA,2017-11-07 13:58:16.853
815,REH0199,1,504090,2017-11-07 13:58:17.07,NA,2017-11-07 13:58:17.07
816,REH0198,1,504091,2017-11-07 13:58:17.293,NA,2017-11-07 13:58:17.293
817,AP 0041,1,504730,2017-11-07 13:58:17.513,NA,2017-11-07 13:58:17.513
818,CBP0029,1,504770,2017-11-07 13:58:17.75,NA,2017-11-07 13:58:17.75
819,CBP0080,1,504771,2017-11-07 13:58:17.97,NA,2017-11-07 13:58:17.97
820,JWP0137,1,484931,2017-11-07 13:58:18.19,NA,2017-11-07 13:58:18.19
821,JAH0212,1,504793,2017-11-07 13:58:18.433,NA,2017-11-07 13:58:18.433
822,JMC0367,1,484930,2017-11-07 13:58:18.653,NA,2017-11-07 13:58:18.653
823,JMC0641,1,504796,2017-11-07 13:58:18.877,NA,2017-11-07 13:58:18.877
824,JS 0005,1,504797,2017-11-07 13:58:19.09,NA,2017-11-07 13:58:19.09
825,MJJ0189,1,504807,2017-11-07 13:58:19.313,NA,2017-11-07 13:58:19.313
826,RKF0047,1,504813,2017-11-07 13:58:19.543,NA,2017-11-07 13:58:19.543
827,RKF0048,1,504814,2017-11-07 13:58:19.763,NA,2017-11-07 13:58:19.763
828,WFP0594,1,504834,2017-11-07 13:58:19.99,NA,2017-11-07 13:58:19.99
829,WFP0365,1,504836,2017-11-07 13:58:20.21,NA,2017-11-07 13:58:20.21
830,WFP0464,1,504837,2017-11-07 13:58:20.433,NA,2017-11-07 13:58:20.433
831,PAC0032,1,550184,2017-11-07 13:58:20.653,NA,2017-11-07 13:58:20.653
832,JLB0044,1,550185,2017-11-07 13:58:20.887,NA,2017-11-07 13:58:20.887
833,KPW0049,1,550186,2017-11-07 13:58:21.11,NA,2017-11-07 13:58:21.11
834,RYS0044,1,550195,2017-11-07 13:58:21.353,NA,2017-11-07 13:58:21.353
835,DJF0003,1,550196,2017-11-07 13:58:21.577,NA,2017-11-07 13:58:21.577
836,FMR0077,1,504783,2017-11-07 13:58:21.797,NA,2017-11-07 13:58:21.797
837,TMD0022,1,504089,2017-11-07 13:58:22.02,NA,2017-11-07 13:58:22.02
838,MT 0081,1,502359,2017-11-07 13:58:22.24,NA,2017-11-07 13:58:22.24
839,MT 0086,1,502360,2017-11-07 13:58:22.463,NA,2017-11-07 13:58:22.463
840,MT 0087,1,502361,2017-11-07 13:58:22.683,NA,2017-11-07 13:58:22.683
841,MT 0088,1,502362,2017-11-07 13:58:22.91,NA,2017-11-07 13:58:22.91
842,WFP0413,1,504093,2017-11-07 13:58:23.14,NA,2017-11-07 13:58:23.14
843,DBH0805,1,504782,2017-11-07 13:58:23.363,NA,2017-11-07 13:58:23.363
844,HDM0196,1,504788,2017-11-07 13:58:23.583,NA,2017-11-07 13:58:23.583
845,HDM0205,1,504789,2017-11-07 13:58:23.807,NA,2017-11-07 13:58:23.807
846,HDM0213,1,504790,2017-11-07 13:58:24.03,NA,2017-11-07 13:58:24.03
847,HDM0214,1,504791,2017-11-07 13:58:24.25,NA,2017-11-07 13:58:24.25
848,HDM0215,1,504792,2017-11-07 13:58:24.487,NA,2017-11-07 13:58:24.487
849,MLF0026,1,504808,2017-11-07 13:58:24.707,NA,2017-11-07 13:58:24.707
850,JMC0368,1,500118,2017-11-07 13:58:24.93,NA,2017-11-07 13:58:24.93
851,CWO0045,1,504922,2017-11-07 13:58:25.153,NA,2017-11-07 13:58:25.153
852,JWP0030,1,500128,2017-11-07 13:58:25.363,NA,2017-11-07 13:58:25.363
853,GMA0243,1,504092,2017-11-07 13:58:25.587,NA,2017-11-07 13:58:25.587
854,WAW0116,1,504113,2017-11-07 13:58:25.823,NA,2017-11-07 13:58:25.823
855,MXB0015,1,550179,2017-11-07 13:58:26.047,NA,2017-11-07 13:58:26.047
856,MXB0016,1,550180,2017-11-07 13:58:26.273,NA,2017-11-07 13:58:26.273
857,MXB0017,1,550181,2017-11-07 13:58:26.503,NA,2017-11-07 13:58:26.503
858,MXB0018,1,550182,2017-11-07 13:58:26.737,NA,2017-11-07 13:58:26.737
859,RCR0152,1,550183,2017-11-07 13:58:26.96,NA,2017-11-07 13:58:26.96
860,BXR0017,1,550368,2017-11-07 13:58:27.18,NA,2017-11-07 13:58:27.18
861,EHE0003,1,550369,2017-11-07 13:58:27.403,NA,2017-11-07 13:58:27.403
862,EHE0004,1,550370,2017-11-07 13:58:27.623,NA,2017-11-07 13:58:27.623
863,RCR0150,1,550371,2017-11-07 13:58:27.85,NA,2017-11-07 13:58:27.85
864,ROM0046,1,550918,2017-11-07 13:58:28.073,NA,2017-11-07 13:58:28.073
865,JMC0369,1,484927,2017-11-07 13:58:28.297,NA,2017-11-07 13:58:28.297
866,WFP0554,1,504845,2017-11-07 13:58:28.517,NA,2017-11-07 13:58:28.517
867,JMC0039,1,482809,2017-11-07 13:58:28.75,NA,2017-11-07 13:58:28.75
868,KDS0001,1,500153,2017-11-07 13:58:28.997,NA,2017-11-07 13:58:28.997
869,WFP0053,1,396031,2017-11-07 13:58:29.26,NA,2017-11-07 13:58:29.26
870,WFP0057,1,396035,2017-11-07 13:58:29.5,NA,2017-11-07 13:58:29.5
871,WFP0058,1,396036,2017-11-07 13:58:29.737,NA,2017-11-07 13:58:29.737
872,WFP0074,1,396168,2017-11-07 13:58:29.96,NA,2017-11-07 13:58:29.96
873,WFP0075,1,396169,2017-11-07 13:58:30.183,NA,2017-11-07 13:58:30.183
874,WFP0079,1,396173,2017-11-07 13:58:30.413,NA,2017-11-07 13:58:30.413
875,WFP0080,1,396174,2017-11-07 13:58:30.637,NA,2017-11-07 13:58:30.637
876,JMC0027,1,482802,2017-11-07 13:58:30.863,NA,2017-11-07 13:58:30.863
877,JMC0029,1,482804,2017-11-07 13:58:31.087,NA,2017-11-07 13:58:31.087
878,JMC0030,1,482805,2017-11-07 13:58:31.31,NA,2017-11-07 13:58:31.31
879,JMC0035,1,482806,2017-11-07 13:58:31.557,NA,2017-11-07 13:58:31.557
880,WFP0047,1,396026,2017-11-07 13:58:31.777,NA,2017-11-07 13:58:31.777
881,JMC0037,1,482808,2017-11-07 13:58:32,NA,2017-11-07 13:58:32
882,WFP0071,1,396023,2017-11-07 13:58:32.22,NA,2017-11-07 13:58:32.22
883,JMC0040,1,482810,2017-11-07 13:58:32.443,NA,2017-11-07 13:58:32.443
884,JMC0042,1,482811,2017-11-07 13:58:32.667,NA,2017-11-07 13:58:32.667
885,JMC0043,1,482812,2017-11-07 13:58:32.9,NA,2017-11-07 13:58:32.9
886,JMC0044,1,482813,2017-11-07 13:58:33.123,NA,2017-11-07 13:58:33.123
887,JMC0045,1,482814,2017-11-07 13:58:33.35,NA,2017-11-07 13:58:33.35
888,JMC0046,1,482815,2017-11-07 13:58:33.57,NA,2017-11-07 13:58:33.57
889,JMC0047,1,482816,2017-11-07 13:58:33.81,NA,2017-11-07 13:58:33.81
890,JMC0049,1,482817,2017-11-07 13:58:34.033,NA,2017-11-07 13:58:34.033
891,JMC0050,1,482818,2017-11-07 13:58:34.257,NA,2017-11-07 13:58:34.257
892,JMC0051,1,482819,2017-11-07 13:58:34.477,NA,2017-11-07 13:58:34.477
893,JMC0052,1,482820,2017-11-07 13:58:34.703,NA,2017-11-07 13:58:34.703
894,JMC0056,1,482823,2017-11-07 13:58:34.917,NA,2017-11-07 13:58:34.917
895,JMC0060,1,482824,2017-11-07 13:58:35.143,NA,2017-11-07 13:58:35.143
896,JMC0036,1,482807,2017-11-07 13:58:35.367,NA,2017-11-07 13:58:35.367
897,PQ 0006,1,395412,2017-11-07 13:58:35.587,NA,2017-11-07 13:58:35.587
898,TBS0347,1,504832,2017-11-07 13:58:35.81,NA,2017-11-07 13:58:35.81
899,TBS0348,1,504833,2017-11-07 13:58:36.047,NA,2017-11-07 13:58:36.047
900,KDS0266,1,571816,2017-11-07 13:58:36.267,NA,2017-11-07 13:58:36.267
901,KDS0268,1,571817,2017-11-07 13:58:36.497,NA,2017-11-07 13:58:36.497
902,CV 0101,1,395269,2017-11-07 13:58:36.727,NA,2017-11-07 13:58:36.727
903,CV 0102,1,395270,2017-11-07 13:58:36.947,NA,2017-11-07 13:58:36.947
904,CV 0103,1,395271,2017-11-07 13:58:37.17,NA,2017-11-07 13:58:37.17
905,CV 0104,1,395272,2017-11-07 13:58:37.39,NA,2017-11-07 13:58:37.39
906,CV 0106,1,395273,2017-11-07 13:58:37.62,NA,2017-11-07 13:58:37.62
907,CV 0238,1,395274,2017-11-07 13:58:37.84,NA,2017-11-07 13:58:37.84
908,CV 0242,1,395275,2017-11-07 13:58:38.047,NA,2017-11-07 13:58:38.047
909,CV 0285,1,395396,2017-11-07 13:58:38.27,NA,2017-11-07 13:58:38.27
910,WFP0052,1,396030,2017-11-07 13:58:38.487,NA,2017-11-07 13:58:38.487
911,PQ 0005,1,395411,2017-11-07 13:58:38.71,NA,2017-11-07 13:58:38.71
912,JMC0033,1,482827,2017-11-07 13:58:38.943,NA,2017-11-07 13:58:38.943
913,PQ 0007,1,395413,2017-11-07 13:58:39.17,NA,2017-11-07 13:58:39.17
914,PQ 0008,1,395414,2017-11-07 13:58:39.39,NA,2017-11-07 13:58:39.39
915,CV 0294,1,395526,2017-11-07 13:58:39.61,NA,2017-11-07 13:58:39.61
916,CV 0299,1,395531,2017-11-07 13:58:39.837,NA,2017-11-07 13:58:39.837
917,CV 0301,1,395533,2017-11-07 13:58:40.06,NA,2017-11-07 13:58:40.06
918,CV 0302,1,395534,2017-11-07 13:58:40.283,NA,2017-11-07 13:58:40.283
919,CV 0288,1,395593,2017-11-07 13:58:40.507,NA,2017-11-07 13:58:40.507
920,PQ 0009,1,395599,2017-11-07 13:58:40.727,NA,2017-11-07 13:58:40.727
921,PQ 0010,1,395600,2017-11-07 13:58:40.95,NA,2017-11-07 13:58:40.95
922,PQ 0011,1,395601,2017-11-07 13:58:41.167,NA,2017-11-07 13:58:41.167
923,WFP0065,1,396017,2017-11-07 13:58:41.383,NA,2017-11-07 13:58:41.383
924,WFP0067,1,396019,2017-11-07 13:58:41.623,NA,2017-11-07 13:58:41.623
925,WFP0069,1,396021,2017-11-07 13:58:41.847,NA,2017-11-07 13:58:41.847
926,PQ 0003,1,395409,2017-11-07 13:58:42.07,NA,2017-11-07 13:58:42.07
927,CWO0050,1,500019,2017-11-07 13:58:42.297,NA,2017-11-07 13:58:42.297
928,CEB0070,1,500001,2017-11-07 13:58:42.52,NA,2017-11-07 13:58:42.52
929,CEB0098,1,500002,2017-11-07 13:58:42.757,NA,2017-11-07 13:58:42.757
930,CEB0099,1,500003,2017-11-07 13:58:42.98,NA,2017-11-07 13:58:42.98
931,CEB0117,1,500004,2017-11-07 13:58:43.203,NA,2017-11-07 13:58:43.203
932,CEB0129,1,500005,2017-11-07 13:58:43.423,NA,2017-11-07 13:58:43.423
933,CEB0131,1,500006,2017-11-07 13:58:43.647,NA,2017-11-07 13:58:43.647
934,CEB0156,1,500007,2017-11-07 13:58:43.87,NA,2017-11-07 13:58:43.87
935,CEB0212,1,500008,2017-11-07 13:58:44.1,NA,2017-11-07 13:58:44.1
936,CEB0248,1,500009,2017-11-07 13:58:44.31,NA,2017-11-07 13:58:44.31
937,CEB0254,1,500010,2017-11-07 13:58:44.54,NA,2017-11-07 13:58:44.54
938,CWO0046,1,500015,2017-11-07 13:58:44.76,NA,2017-11-07 13:58:44.76
939,CWO0047,1,500016,2017-11-07 13:58:44.98,NA,2017-11-07 13:58:44.98
940,JMC0061,1,482825,2017-11-07 13:58:45.22,NA,2017-11-07 13:58:45.22
941,CWO0049,1,500018,2017-11-07 13:58:45.45,NA,2017-11-07 13:58:45.45
942,JWP0029,1,487211,2017-11-07 13:58:45.67,NA,2017-11-07 13:58:45.67
943,CWO0051,1,500020,2017-11-07 13:58:45.893,NA,2017-11-07 13:58:45.893
944,CWO0307,1,500021,2017-11-07 13:58:46.113,NA,2017-11-07 13:58:46.113
945,CWO0341,1,500022,2017-11-07 13:58:46.327,NA,2017-11-07 13:58:46.327
